word_reduction_type,stopwords,query_type,precision,recall
stemming_porter,1,1,0.0,0.0
stemming_porter,1,1,0,0
stemming_porter,1,2,0.0038240917782026767,1.0
stemming_porter,1,3,0.002028397565922921,1.0
stemming_porter,1,4,0,0
stemming_porter,1,5,0.004158004158004158,1.0
stemming_porter,1,5,0.0030303030303030303,1.0
stemming_porter,1,3,0.0016556291390728477,1.0
stemming_porter,1,4,0,0
stemming_porter,1,6,0.0016556291390728477,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.00040004923682914823,1.0
stemming_porter,1,3,0.010752688172043012,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.00047905234735650206,0.8461538461538461
stemming_porter,1,6,0.0007017543859649122,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,4,0,0
stemming_porter,1,5,0.0004862630683199611,1.0
stemming_porter,1,6,1.0,1.0
stemming_porter,1,1,0,0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.00012120477546815345,1.0
stemming_porter,1,3,0,0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.00016362595107584062,1.0
stemming_porter,1,6,0.0019556036365905925,1.0
stemming_porter,1,2,0.001183431952662722,1.0
stemming_porter,1,5,0.0012714558169103624,1.0
stemming_porter,1,6,0.0006297229219143577,1.0
stemming_porter,1,3,0.0006305170239596469,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.0007801385893258685,1.0
stemming_porter,1,3,0.0007741935483870968,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.0007784941004743949,0.9411764705882353
stemming_porter,1,6,0.0013020833333333333,1.0
stemming_porter,1,5,9.070020558713267e-05,1.0
stemming_porter,1,2,9.06317029696988e-05,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,3,0.0010162601626016261,1.0
stemming_porter,1,3,0.0,0.0
stemming_porter,1,6,0.0002890340482108792,1.0
stemming_porter,1,5,0.00022536299539615596,1.0
stemming_porter,1,2,0.00022510209988101747,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.0001692524682651622,1.0
stemming_porter,1,3,0.0,0.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.00021777003484320557,1.0
stemming_porter,1,2,0.00011683607898118939,1.0
stemming_porter,1,6,6.091246878235975e-05,1.0
stemming_porter,1,5,0.0014378145219266715,1.0
stemming_porter,1,1,0,0
stemming_porter,1,3,0.012048192771084338,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.00025008336112037347,1.0
stemming_porter,1,3,0.00018099547511312217,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.00025027112705430885,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.001965937545268299,1.0
stemming_porter,1,3,0.00390625,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.0019049231680988866,0.9473684210526315
stemming_porter,1,4,0,0
stemming_porter,1,3,0.011494252873563218,1.0
stemming_porter,1,6,0.011494252873563218,1.0
stemming_porter,1,5,0.017857142857142856,1.0
stemming_porter,1,6,0.045454545454545456,1.0
stemming_porter,1,5,0.08695652173913043,1.0
stemming_porter,1,3,0.045454545454545456,1.0
stemming_porter,1,5,0.0002964426877470356,1.0
stemming_porter,1,2,0.0002952465308532625,1.0
stemming_porter,1,4,0,0
stemming_porter,1,6,0.3333333333333333,1.0
stemming_porter,1,5,0.0002231644722160232,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.0002134813470673,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,4.1608588012565795e-05,1.0
stemming_porter,1,3,0,0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,4.1815634865876353e-05,1.0
stemming_porter,1,6,0.0003990422984836393,1.0
stemming_porter,1,5,0.00018070112034694616,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.0003559352197899982,1.0
stemming_porter,1,3,0.000281610813855252,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.00038550501156515033,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.00018635855385762206,1.0
stemming_porter,1,3,0.003246753246753247,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.00018672392867145925,1.0
stemming_porter,1,3,0.0002447231569287244,1.0
stemming_porter,1,6,0.00021994538023057606,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.00019275250578257516,1.0
stemming_porter,1,3,0.016666666666666666,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.00019536973722770342,1.0
stemming_porter,1,5,0.00023963575365444525,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,6,0.00012067093037287318,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,5,0.0015961691939345571,1.0
stemming_porter,1,2,0.0015037593984962407,1.0
stemming_porter,1,6,0.047619047619047616,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.00034328870580157915,1.0
stemming_porter,1,3,0.00024131274131274132,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.00034328870580157915,1.0
stemming_porter,1,5,0.00018407731247123792,1.0
stemming_porter,1,3,7.452675510508272e-05,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,3,0.0005330490405117271,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,5,0.0004727014890096904,0.6666666666666666
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.0010909252827500224,1.0
stemming_porter,1,3,0.0011247777656833932,0.6888888888888889
stemming_porter,1,4,7.729767334003247e-05,1.0
stemming_porter,1,5,0.0010914598832806165,1.0
stemming_porter,1,1,0,0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.0007735946364105209,1.0
stemming_porter,1,3,0.0006844626967830253,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.0008230452674897119,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.00012199089134677944,1.0
stemming_porter,1,3,0.00024464831804281347,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.0001265235544683902,1.0
stemming_porter,1,5,0.000315955766192733,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.00045643153526970956,1.0
stemming_porter,1,3,0.0004370811305831911,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.00042380275721087926,0.7727272727272727
stemming_porter,1,4,0.0,0.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.0004692632566870014,1.0
stemming_porter,1,3,0.0018083182640144665,1.0
stemming_porter,1,2,0.001229256299938537,1.0
stemming_porter,1,6,0.0017605633802816902,1.0
stemming_porter,1,5,0.0013651877133105802,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.0006978367062107466,1.0
stemming_porter,1,3,0,0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.000772499034376207,1.0
stemming_porter,1,2,0.00042898960331079033,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,6,0.0004051863857374392,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.0003279226102639777,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,3,0.14285714285714285,1.0
stemming_porter,1,2,0.001310615989515072,1.0
stemming_porter,1,4,0,0
stemming_porter,1,5,0.005763688760806916,1.0
stemming_porter,1,2,0.005763688760806916,1.0
stemming_porter,1,6,0.0029069767441860465,1.0
stemming_porter,1,3,0.016129032258064516,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,5,0.006514657980456026,1.0
stemming_porter,1,5,0.001070090957731407,1.0
stemming_porter,1,2,0.0010443864229765013,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,6,0.003367003367003367,1.0
stemming_porter,1,5,0.00013067624959163673,0.5
stemming_porter,1,3,0.005494505494505495,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.0002995357196345664,1.0
stemming_porter,1,3,0.000361271676300578,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.00031284217112466763,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.00018059506072508916,1.0
stemming_porter,1,3,5.808718887049461e-05,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,8.428150021070375e-05,1.0
stemming_porter,1,6,0.0003776149837625557,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.0010200612036722204,1.0
stemming_porter,1,3,0.0,0.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.001043488935948194,0.9444444444444444
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.000508646998982706,1.0
stemming_porter,1,3,0.043478260869565216,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.000520697734964853,1.0
stemming_porter,1,3,0.0008992805755395684,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,2,0.00023000402507043874,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.00024006721882126995,1.0
stemming_porter,1,6,0.0011519907840737275,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,2,0.0012220984148664678,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,7.033090691704469e-05,1.0
stemming_porter,1,3,0.0,0.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,7.14643035803616e-05,1.0
stemming_porter,1,6,2.841474156792544e-05,1.0
stemming_porter,1,2,5.264266161297115e-05,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,1,0,0
stemming_porter,1,2,0.13333333333333333,1.0
stemming_porter,1,3,0.07142857142857142,1.0
stemming_porter,1,4,0,0
stemming_porter,1,5,0.13333333333333333,1.0
stemming_porter,1,5,0.00018904485089087385,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,5,0.0,0.0
stemming_porter,1,6,0.00030057108506161706,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.0001593752490238266,1.0
stemming_porter,1,5,0.00033277870216306157,0.5
stemming_porter,1,3,0.00510204081632653,1.0
stemming_porter,1,1,0,0
stemming_porter,1,6,0.00510204081632653,1.0
stemming_porter,1,3,0.015873015873015872,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.0003181673560292714,1.0
stemming_porter,1,3,0.0002760270506509638,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.0002791113095902646,0.7142857142857143
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,7.213792771779643e-05,1.0
stemming_porter,1,3,0.00014084507042253522,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,7.233273056057866e-05,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.000629987400251995,1.0
stemming_porter,1,3,0.0018181818181818182,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.0006368074718743367,1.0
stemming_porter,1,2,0.00044169611307420494,1.0
stemming_porter,1,3,0,0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.00028028869735827904,1.0
stemming_porter,1,3,0.00021071855025637425,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.0002872325147206664,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,5,0.0019523947991525775,0.9894736842105263
stemming_porter,1,5,9.760858955588091e-05,1.0
stemming_porter,1,2,0.00043544524276072284,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,3,0.00021853146853146853,1.0
stemming_porter,1,6,0.00021848372296263927,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.00015941335883947074,0.5
stemming_porter,1,6,0.00014518704931520108,1.0
stemming_porter,1,2,0.0013937282229965157,1.0
stemming_porter,1,1,0,0
stemming_porter,1,3,0.1111111111111111,1.0
stemming_porter,1,3,0.015625,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.00044316419233325947,1.0
stemming_porter,1,3,0.03333333333333333,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.0004729250413809411,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,6,9.771032146695762e-05,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.00011196954428395476,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.0007645259938837921,1.0
stemming_porter,1,3,0.003663003663003663,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.0009033423667570009,1.0
stemming_porter,1,5,0.0,0.0
stemming_porter,1,3,0.0,0.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.001467351430667645,1.0
stemming_porter,1,3,0.08333333333333333,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.00032175032175032174,1.0
stemming_porter,1,3,0.00012498437695288088,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.0002427436973332871,0.5384615384615384
stemming_porter,1,4,0,0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.0010893246187363835,1.0
stemming_porter,1,3,0.0012658227848101266,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.0012195121951219512,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.00022249415952831238,1.0
stemming_porter,1,3,0.0003180661577608143,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.00012664640324214793,0.5
stemming_porter,1,1,0.0,0.0
stemming_porter,1,3,0.07142857142857142,1.0
stemming_porter,1,5,0.0008319467554076539,1.0
stemming_porter,1,2,0.0006408202499198974,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,3,0.0025188916876574307,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.0002244165170556553,1.0
stemming_porter,1,2,0.00022291573785109228,1.0
stemming_porter,1,6,3.731900283624421e-05,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,1,0,0
stemming_porter,1,2,0,0
stemming_porter,1,3,0,0
stemming_porter,1,4,0,0
stemming_porter,1,5,0,0
stemming_porter,1,5,4.5206934743789696e-05,1.0
stemming_porter,1,2,4.6046875719482436e-05,1.0
stemming_porter,1,3,2.3028209556706965e-05,1.0
stemming_porter,1,5,2.8473804100227792e-05,0.5
stemming_porter,1,4,0.0,0.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,6,4.4267374944665784e-05,1.0
stemming_porter,1,2,0.00022932273352698363,1.0
stemming_porter,1,6,0.00021372088053002778,1.0
stemming_porter,1,3,0.00023747328425552126,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.00047976971053894133,1.0
stemming_porter,1,3,0.00017698070910270782,0.75
stemming_porter,1,3,0.00040966816878328555,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,3,0.0010090817356205853,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.00021592831180048224,1.0
stemming_porter,1,5,0.000671366230278617,1.0
stemming_porter,1,6,0.0005672149744753262,1.0
stemming_porter,1,4,0,0
stemming_porter,1,2,0.0011312217194570137,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,9.216165153679554e-05,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,6.654835847382431e-05,1.0
stemming_porter,1,3,0.0001096371011950444,1.0
stemming_porter,1,4,0,0
stemming_porter,1,6,8.220304151253596e-05,1.0
stemming_porter,1,5,0.00013941168269901018,0.5
stemming_porter,1,3,8.285004142502072e-05,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,5,0.0002818489289740699,0.5
stemming_porter,1,3,0.0,0.0
stemming_porter,1,6,0.0008169934640522876,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,2,9.09545681931875e-05,1.0
stemming_porter,1,3,0.003134796238244514,1.0
stemming_porter,1,1,0,0
stemming_porter,1,2,0,0
stemming_porter,1,3,0,0
stemming_porter,1,4,0,0
stemming_porter,1,5,0,0
stemming_porter,1,2,0.0002641509433962264,1.0
stemming_porter,1,5,0.0011574074074074073,1.0
stemming_porter,1,6,0.02631578947368421,1.0
stemming_porter,1,3,0.02631578947368421,1.0
stemming_porter,1,2,0.0014357501794687725,1.0
stemming_porter,1,5,0.0024813895781637717,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.0007130972189208462,1.0
stemming_porter,1,6,0.0008149959250203749,1.0
stemming_porter,1,3,0.0008787346221441124,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,9.59646849959215e-05,1.0
stemming_porter,1,3,0.00017129153819801302,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.00012452524749392938,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,3,0.0,0.0
stemming_porter,1,5,0.0,0.0
stemming_porter,1,1,0,0
stemming_porter,1,2,0.006430868167202572,1.0
stemming_porter,1,3,0.022222222222222223,1.0
stemming_porter,1,4,0,0
stemming_porter,1,5,0.006430868167202572,1.0
stemming_porter,1,6,0.008333333333333333,1.0
stemming_porter,1,1,0,0
stemming_porter,1,4,0,0
stemming_porter,1,3,0.0011507479861910242,0.5
stemming_porter,1,1,0.0,0.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.0002561803509670808,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,3,0.00025974025974025974,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.000957548675390999,1.0
stemming_porter,1,6,0.09090909090909091,1.0
stemming_porter,1,2,0.000957548675390999,1.0
stemming_porter,1,6,0.0010395010395010396,1.0
stemming_porter,1,4,0,0
stemming_porter,1,3,0.0029585798816568047,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,1,0,0
stemming_porter,1,2,0.0002410509822827528,1.0
stemming_porter,1,3,0.00012067093037287318,1.0
stemming_porter,1,4,0,0
stemming_porter,1,5,0.0005955926146515784,1.0
stemming_porter,1,6,0.0006255864873318737,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,5,0.000502302218501465,0.5714285714285714
stemming_porter,1,5,0.005208333333333333,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,6,0.0031645569620253164,1.0
stemming_porter,1,1,0,0
stemming_porter,1,2,0.0003041825095057034,1.0
stemming_porter,1,3,0.00015223017202009437,1.0
stemming_porter,1,4,0,0
stemming_porter,1,5,0.00032986970146792015,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.00012175077616119802,1.0
stemming_porter,1,3,6.0916179337231965e-05,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.00012181751735899622,1.0
stemming_porter,1,6,0.00023832221163012392,1.0
stemming_porter,1,2,0.0002725166916473634,1.0
stemming_porter,1,3,0.0002492522432701894,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,6,0.005649717514124294,1.0
stemming_porter,1,3,0.005649717514124294,1.0
stemming_porter,1,2,0.011111111111111112,1.0
stemming_porter,1,3,0.0010799136069114472,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,2,0.0007593014426727411,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.0004406256884776382,1.0
stemming_porter,1,3,0.020833333333333332,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.000501002004008016,0.5
stemming_porter,1,1,0.0,0.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,2,0.00047778308647873863,1.0
stemming_porter,1,3,0.00037650602409638556,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,3,0.0,0.0
stemming_porter,1,5,0.0009174311926605505,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,6,0.3333333333333333,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,6,0.04,1.0
stemming_porter,1,2,0.00033181252592285357,1.0
stemming_porter,1,5,0.00012064666613045926,1.0
stemming_porter,1,2,0.0021155226474254846,1.0
stemming_porter,1,6,0.0031446540880503146,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,5,0.0009573958831977022,1.0
stemming_porter,1,6,0.005405405405405406,1.0
stemming_porter,1,1,0,0
stemming_porter,1,3,0.00032175032175032174,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,6,0.000321646831778707,1.0
stemming_porter,1,1,0,0
stemming_porter,1,2,0.0017094017094017094,1.0
stemming_porter,1,3,0.01694915254237288,1.0
stemming_porter,1,4,0,0
stemming_porter,1,5,0.0017211703958691911,1.0
stemming_porter,1,3,0.00020701790704895975,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,2,0.0002995506739890165,1.0
stemming_porter,1,6,0.00020529665366454526,1.0
stemming_porter,1,6,0.001937984496124031,1.0
stemming_porter,1,2,0.0011560978009543957,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,3,0.002083051535236034,0.8191489361702128
stemming_porter,1,4,0.0,0.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,3,0.006134969325153374,1.0
stemming_porter,1,5,0.00024594195769798326,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.0011318619128466328,1.0
stemming_porter,1,3,0.001326259946949602,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.0012634238787113076,1.0
stemming_porter,1,6,1.0,1.0
stemming_porter,1,2,0.00322061191626409,1.0
stemming_porter,1,3,0.1111111111111111,1.0
stemming_porter,1,4,0,0
stemming_porter,1,1,0,0
stemming_porter,1,5,0.00975609756097561,1.0
stemming_porter,1,1,0,0
stemming_porter,1,4,0,0
stemming_porter,1,6,0.0008818342151675485,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.00027244657020039956,1.0
stemming_porter,1,3,0.0001603077909586406,0.25
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.00027403099595043083,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.0003488118596032265,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,3,0.0004411116012351125,1.0
stemming_porter,1,2,0.0008087343307723412,1.0
stemming_porter,1,5,0.0009070294784580499,1.0
stemming_porter,1,6,0.02631578947368421,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.0009045680687471732,1.0
stemming_porter,1,3,0.0008210180623973727,1.0
stemming_porter,1,5,0.0016260162601626016,1.0
stemming_porter,1,3,0.0006269592476489029,1.0
stemming_porter,1,2,0.00028677946659019213,1.0
stemming_porter,1,6,0.03333333333333333,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,3,0.047619047619047616,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.0018540931681817012,1.0
stemming_porter,1,3,0.005813953488372093,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.0017874721517019843,0.971830985915493
stemming_porter,1,3,0.0011519907840737275,1.0
stemming_porter,1,4,0,0
stemming_porter,1,2,0.0011879477302998668,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.0006317119393556538,1.0
stemming_porter,1,3,0.1,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.000975371860521824,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,6,0.000243649875129439,1.0
stemming_porter,1,2,0.00024006721882126995,1.0
stemming_porter,1,5,0.00024048578127818193,1.0
stemming_porter,1,6,0.00026226068712300026,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,5,0.0006242197253433209,0.6666666666666666
stemming_porter,1,1,0.0,0.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.0012961762799740765,1.0
stemming_porter,1,2,0.0013937282229965157,1.0
stemming_porter,1,4,0.0,0.0
stemming_porter,1,3,0.002044989775051125,1.0
stemming_porter,1,5,0.0015503875968992248,1.0
stemming_porter,1,1,0.0,0.0
stemming_porter,1,2,0.00025061759335505353,1.0
stemming_porter,1,3,0.00022096517588828,0.8333333333333334
stemming_porter,1,4,0.0,0.0
stemming_porter,1,5,0.0002671347885818959,1.0
stemming_porter,1,6,0.00019227071716977504,1.0
